name,surname,fullname,sex,birth date,id,id_type,phone_number
Vincenzo,Francese,Vincenzo Francese,male,1967-03-24,QA1855573,Italian passport,00393703334050
Bartolo,Ferro,Bartolo Ferro,male,2013-03-14,JY6141686V,Italian driving license card,00393792343983
Franco,Mazzei,Franco Mazzei,male,1976-09-30,OG7897390,Italian passport,00393792881793
Gianfranco,La Riccia,Gianfranco La Riccia,male,1946-08-26,GJ7568436,Italian passport,00393208142357
Antonio,de Rose,Antonio de Rose,male,1936-02-28,RP8847704H,Italian driving license card,00393373572760
Massimo,Lopez,Massimo Lopez,male,1944-06-25,TS6266164Q,Italian driving license card,00393441663293
Elio,Belmonte,Elio Belmonte,male,1950-11-28,ZT82178MG,Italian electronic identity card,00393311809318
Massimiliano,Crea,Massimiliano Crea,male,1970-07-08,JU6392784J,Italian driving license card,00393316401023
Donatella,Mancuso,Donatella Mancuso,female,1969-11-14,DX3347298C,Italian driving license card,00393534403687
Piero,Filice,Piero Filice,male,1955-09-01,EE8332377,Italian passport,00393425918822
Domenico,Plastina,Domenico Plastina,male,1990-02-07,IS2429159Y,Italian driving license card,00393836581155
Guido,Borrelli,Guido Borrelli,male,2007-02-12,LT90474AR,Italian electronic identity card,00393454799434
Luciana,Tropepi,Luciana Tropepi,female,2014-11-03,PP3680817,Italian passport,00393756862534
Romano,Icardi,Romano Icardi,male,1961-03-08,SI1170059,Italian passport,00393204210765
Antonio,Napolitano,Antonio Napolitano,male,1957-10-03,RL1875015H,Italian driving license card,00393711892418
Tina,Russo,Tina Russo,female,2002-01-04,QO7053856Y,Italian driving license card,00393713204511
Circolo,Arci,Circolo Arci,male,2019-02-16,KG6097421,Italian passport,00393206144040
Carlo,Natale,Carlo Natale,male,2008-06-24,TY8091868,Italian passport,00393783782256
Adriano,Benzi,Adriano Benzi,male,1930-09-19,FC5100302U,Italian driving license card,00393791722488
Maurizio,Leardi,Maurizio Leardi,male,2017-06-27,IZ52030NF,Italian electronic identity card,00393774805640
Giovanni,Mallo,Giovanni Mallo,male,1974-04-11,HO9933562L,Italian driving license card,00393783291458
Ettore,Calvo,Ettore Calvo,male,2017-11-25,LN60014LS,Italian electronic identity card,00393714404805
Donato,Caramia,Donato Caramia,male,1953-07-04,VS26290XA,Italian electronic identity card,00393383795723
Domenico,Fusaro,Domenico Fusaro,male,2013-06-20,KK4633847S,Italian driving license card,00393773242618
Giulia,Benatti,Giulia Benatti,female,2005-09-23,FZ1467387,Italian passport,00393701156543
Enrico,Altamura,Enrico Altamura,male,1945-06-27,PZ5358452,Italian passport,00393783972258
Fabiola,Passalacqua,Fabiola Passalacqua,female,1996-10-12,EP18184OY,Italian electronic identity card,00393776401424
Davide,Guaschino,Davide Guaschino,male,2019-12-26,PN49665EJ,Italian electronic identity card,00393442886194
Antonio,Desumma,Antonio Desumma,male,1979-10-17,YQ5199110,Italian passport,00393778435288
Nicola,Intini,Nicola Intini,male,1932-09-24,AJ3593472,Italian passport,00393499640895
Nunziatina,Basile,Nunziatina Basile,female,1982-12-05,SH8891979H,Italian driving license card,00393793349076
Carlo,Branda,Carlo Branda,male,1931-08-02,EF1244652,Italian passport,00393710267496
Velia,Clerici,Velia Clerici,female,1974-10-24,PB36418EI,Italian electronic identity card,00393714510425
Mark,Cash,Mark Cash,male,1946-08-14,IU56980HS,Italian electronic identity card,00393512210852
Katia,Greco,Katia Greco,female,1997-07-28,NS4555420V,Italian driving license card,00393701220896
Giovanni,Binda,Giovanni Binda,male,2005-05-18,AK11125RO,Italian electronic identity card,00393755462129
Angela,Liccardi,Angela Liccardi,female,1985-07-29,UJ6665352G,Italian driving license card,00393203524550
Ciro,Varriale,Ciro Varriale,male,1946-07-06,LX4888713,Italian passport,00393773215457
Maria,Montana,Maria Montana,female,1979-07-06,ZZ4568616V,Italian driving license card,00393249137624
Greta,Pellanda,Greta Pellanda,female,1968-07-06,IH1150464O,Italian driving license card,00393514223731
Giorgio,Corrado,Giorgio Corrado,male,1953-08-04,WO57945RT,Italian electronic identity card,00393827038546
Fortuna,Arenella,Fortuna Arenella,female,2006-03-04,SB2164905,Italian passport,00393755242913
Rigoni,Rita,Rigoni Rita,female,1981-04-18,TM9549297E,Italian driving license card,00393209892323
Cristina,Graziani,Cristina Graziani,female,1954-07-09,PZ43064SJ,Italian electronic identity card,00393792301191
Nadia,Camurati,Nadia Camurati,female,1956-10-07,WD3675409,Italian passport,00393793518120
Pina,Ricci,Pina Ricci,female,2020-03-30,NR7049320W,Italian driving license card,00393534106434
Maria Teresa,Lamonaca,Maria Teresa Lamonaca,female,1933-03-18,BP39740VI,Italian electronic identity card,00393498498052
Guido,Lamberti,Guido Lamberti,male,1937-05-27,MM32659OQ,Italian electronic identity card,00393773839441
Patrizia,Catania,Patrizia Catania,female,2017-01-09,CY8216993G,Italian driving license card,00393736537085
Pierluigi,Compare,Pierluigi Compare,male,2013-04-01,VT8280205Z,Italian driving license card,00393783140795
Linda,Costa,Linda Costa,female,2020-07-31,WM5623778,Italian passport,00393701367270
Barbara,Pozzo,Barbara Pozzo,female,1952-09-23,IN9132691,Italian passport,00393311060403
Chiara,Tonani,Chiara Tonani,female,2013-01-06,LG48418YW,Italian electronic identity card,00393206744718
Pietro,Brunetti,Pietro Brunetti,male,1931-06-05,NI98460FN,Italian electronic identity card,00393500116789
Patrizio,Sannino,Patrizio Sannino,male,1989-10-27,OX2940237,Italian passport,00393757966575
Arrigo,Rodda,Arrigo Rodda,male,1937-11-16,KE86336RC,Italian electronic identity card,00393684983794
Franca,Arnoul,Franca Arnoul,female,1985-01-24,VA96364DZ,Italian electronic identity card,00393711107484
Enzo,Barbero,Enzo Barbero,male,1944-08-01,AS44045ZZ,Italian electronic identity card,00393206291714
Giovanni,Merli,Giovanni Merli,male,1979-05-18,MC58827NX,Italian electronic identity card,00393242253171
Davide,De Lellis,Davide De Lellis,male,1973-06-24,LI62740IZ,Italian electronic identity card,00393738535828
Stefano,Concon,Stefano Concon,male,1971-09-16,ZA9652799,Italian passport,00393732589599
Borgese,Salvatore,Borgese Salvatore,male,2017-12-08,ZO38656UU,Italian electronic identity card,00393701461819
Anna,Centonze,Anna Centonze,female,1989-02-12,XE7798608I,Italian driving license card,00393756992574
Lucrezia,Cosimi,Lucrezia Cosimi,female,2000-09-10,XP49347JR,Italian electronic identity card,00393351589913
Riccardo,Rinaldi,Riccardo Rinaldi,male,1957-06-29,AZ1671728,Italian passport,00393201838564
Franca,Toccacieli,Franca Toccacieli,female,1974-08-27,HT59622GB,Italian electronic identity card,00393711961724
Nadia,Bandiera,Nadia Bandiera,female,2020-05-14,BJ80216GX,Italian electronic identity card,00393731626996
Carlo,Domill,Carlo Domill,male,1978-12-25,UN3833488I,Italian driving license card,00393701229754
Pepito,Sbazzeguti,Pepito Sbazzeguti,male,1960-05-17,GB63374HV,Italian electronic identity card,00393201791176
Tortorelli,Francesco,Tortorelli Francesco,male,2016-05-30,XF91490KN,Italian electronic identity card,00393517892137
Patrizia,Paperini,Patrizia Paperini,female,1977-05-21,OR24524RF,Italian electronic identity card,00393462387833
Elio,Bonura,Elio Bonura,male,1970-09-03,VV22467QZ,Italian electronic identity card,00393209427426
Cristina,Rastaldo,Cristina Rastaldo,female,1931-01-18,RZ6448409Q,Italian driving license card,00393805614111
Silvio,Bertalotti,Silvio Bertalotti,male,1966-10-15,XC29161NJ,Italian electronic identity card,00393710862566
Domenico,Corlianò,Domenico Corlianò,male,2010-12-24,TS1769131A,Italian driving license card,00393779294162
Andrea,Casula,Andrea Casula,male,1995-08-03,YR39827BQ,Italian electronic identity card,00393776776471
Angela,Lovecchio,Angela Lovecchio,female,1949-11-26,KH4586631A,Italian driving license card,00393203949281
Maria,Di Cicco,Maria Di Cicco,female,1970-09-05,ET4168309I,Italian driving license card,00393505934523
Giorgio,Pecoraro,Giorgio Pecoraro,male,1930-12-25,GS54899QJ,Italian electronic identity card,00393710402172
Alessandra,Orrù,Alessandra Orrù,female,1972-06-01,ZA3841670,Italian passport,00393209936975
Paola,Zamproni,Paola Zamproni,female,1947-08-17,YE21710ID,Italian electronic identity card,00393501997200
Gerlando,Messina,Gerlando Messina,male,1966-10-07,RH6011239H,Italian driving license card,00393793900723
Michele,Sartori,Michele Sartori,male,1951-05-10,HF7382323,Italian passport,00393778867413
Vincenzo,Criscitiello-Germania,Vincenzo Criscitiello-Germania,male,1990-05-27,QT3981062N,Italian driving license card,00393711836687
Aldo,Portis,Aldo Portis,male,1998-08-18,GM3925366X,Italian driving license card,00393501963571
Mirko,Beccio,Mirko Beccio,male,1939-11-05,FU5454281W,Italian driving license card,00393201964094
Tony,Tedesco,Tony Tedesco,male,1933-09-14,HA1453622G,Italian driving license card,00393500347471
Roberto,Bernasconi,Roberto Bernasconi,male,1988-12-16,ND1632875Q,Italian driving license card,00393783969673
Nunzia,Gallo,Nunzia Gallo,female,2011-12-11,PE4282039R,Italian driving license card,00393778718769
Patrizia,Nicolaci,Patrizia Nicolaci,female,1935-06-04,DJ53513IM,Italian electronic identity card,00393922947204
Efisio,Scionis,Efisio Scionis,male,2017-07-23,HS1603699,Italian passport,00393783120642
Marcello,Coluccio,Marcello Coluccio,male,1991-10-21,JL2805506,Italian passport,00393703354487
Saverio,Massaro,Saverio Massaro,male,1930-10-29,ZL5061877S,Italian driving license card,00393501584709
Paolo,Cicciru,Paolo Cicciru,male,1973-07-06,JZ58743TD,Italian electronic identity card,00393792780900
Giuseppe,Adduci,Giuseppe Adduci,male,1938-03-30,FR31412ZY,Italian electronic identity card,00393770594529
Mariarosa,Verderajme,Mariarosa Verderajme,female,1944-06-06,HE3188197,Italian passport,00393738690035
Giovanni,Ciardiello,Giovanni Ciardiello,male,1990-04-21,AB1480831,Italian passport,00393710869501
Alberto,Zaccari,Alberto Zaccari,male,2013-09-28,MX70179UT,Italian electronic identity card,00393305940231
Ciro,Marra,Ciro Marra,male,1962-08-29,CW7088166,Italian passport,00393791458594
Gianni,Lomuscio,Gianni Lomuscio,male,2019-02-14,CU72852KO,Italian electronic identity card,00393777465828
Onofrio,Marras,Onofrio Marras,male,2004-11-28,EG8328852,Italian passport,00393778184351
Carmelo,Longo,Carmelo Longo,male,2005-11-18,BH3716399,Italian passport,00393509506515
Leonardo,Ciccarese,Leonardo Ciccarese,male,1938-01-10,NS9683137,Italian passport,00393201599652
Vincenzo,Arciresi,Vincenzo Arciresi,male,1975-09-16,MR29033LJ,Italian electronic identity card,00393710894906
Carmine,Rauseo,Carmine Rauseo,male,2014-06-11,BS60114CX,Italian electronic identity card,00393778801051
Maria Rosaria,Facchino,Maria Rosaria Facchino,female,1956-10-26,KW3028867,Italian passport,00393701103111
Paolo,Alligri,Paolo Alligri,male,2020-12-14,EC76128PT,Italian electronic identity card,00393393214558
Marco,Tadini,Marco Tadini,male,1973-01-01,SA3574178,Italian passport,00393710991974
Paolo,Basile,Paolo Basile,male,1954-05-18,CM5212303,Italian passport,00393451954426
Carolina,Manzella,Carolina Manzella,female,1961-10-21,TO5395181,Italian passport,00393792251973
Guzzi,Felice,Guzzi Felice,male,1964-05-20,WB7612435E,Italian driving license card,00393773745236
Salvatore,Piscopo,Salvatore Piscopo,male,1932-02-09,DI1564095G,Italian driving license card,00393770217875
Consiglia,Parlante,Consiglia Parlante,female,2007-03-11,DQ98268WS,Italian electronic identity card,00393701502775
Franca,Ghidotti,Franca Ghidotti,female,1934-07-13,OV33285WU,Italian electronic identity card,00393505935789
Ringo,Turri,Ringo Turri,male,1995-09-24,ZO44369SM,Italian electronic identity card,00393386511206
Salvatore,Bonvissuto,Salvatore Bonvissuto,male,1960-11-03,WQ3226872,Italian passport,00393554788765
Nello,D'Agata,Nello D'Agata,male,1950-10-19,TW4966327U,Italian driving license card,00393826215968
Vittorio,Sgroi,Vittorio Sgroi,male,1992-06-27,UO9196050,Italian passport,00393701307752
Rossella,Chirieleison,Rossella Chirieleison,female,1948-02-09,OH38102CA,Italian electronic identity card,00393791446734
Carmine,Montemarano,Carmine Montemarano,male,1996-04-30,LX6713302I,Italian driving license card,00393792508308
Luigi,Napolitano,Luigi Napolitano,male,1987-02-02,YZ2433771H,Italian driving license card,00393505786013
Ivan,Purcaro,Ivan Purcaro,male,1978-04-18,DO1031808,Italian passport,00393777861844
Giacomo,Branciforti,Giacomo Branciforti,male,1992-12-14,RV46887SV,Italian electronic identity card,00393512475887
Emma,Cavallaro,Emma Cavallaro,female,2003-02-06,WC4194195B,Italian driving license card,00393487281713
Tallarita,Rosario,Tallarita Rosario,male,1986-02-22,AU6725661W,Italian driving license card,00393827437612
Luca,Baronti,Luca Baronti,male,1995-07-18,WK2022565,Italian passport,00393783967203
Giulia,Anzivino,Giulia Anzivino,female,2016-08-20,SP7813158D,Italian driving license card,00393311562132
Domenico,Barbieri,Domenico Barbieri,male,1932-04-25,JP3638776,Italian passport,00393783393823
Gianfranco,Brambati,Gianfranco Brambati,male,2001-10-05,XI87535KU,Italian electronic identity card,00393770935135
Sergioermejo,Sergio,Sergioermejo Sergio,male,1937-05-14,CV99675GR,Italian electronic identity card,00393710242852
Tito,Messina,Tito Messina,male,2018-01-15,NX6351317,Italian passport,00393464494799
Luciano,Ristolfi,Luciano Ristolfi,male,1942-03-03,GR52018RX,Italian electronic identity card,00393207908481
Francesco,Augliera,Francesco Augliera,male,1935-02-06,HF6746309,Italian passport,00393293935968
Massimo,Sambuci,Massimo Sambuci,male,1941-08-23,VN6777172,Italian passport,00393703456352
Valentina,Dabeni,Valentina Dabeni,female,1990-06-11,TU93092LO,Italian electronic identity card,00393710316747
Grazia,Oioli,Grazia Oioli,female,2009-09-21,YW5223130,Italian passport,00393793794826
Donatella,Barcellona,Donatella Barcellona,female,1940-04-29,IS1666270,Italian passport,00393701260337
Beatrice,Benzi,Beatrice Benzi,female,1984-12-11,CJ19679NT,Italian electronic identity card,00393778629777
Angelo,Candelli,Angelo Candelli,male,1979-04-21,PF46417RP,Italian electronic identity card,00393792875929
Vittorio,Pintus,Vittorio Pintus,male,1980-01-25,VR83118BM,Italian electronic identity card,00393783803263
Matteo,Raina,Matteo Raina,male,2018-09-13,CF8386942,Italian passport,00393701348732
Donata,Lopes,Donata Lopes,female,1969-05-10,LE7325328,Italian passport,00393208301899
Giovannamegale,Megaled,Giovannamegale Megaled,female,1968-02-27,AE6877222L,Italian driving license card,00393226784878
Loreana,Lustri,Loreana Lustri,female,2002-01-01,NI2903241,Italian passport,00393778597514
Valerio,Gaido,Valerio Gaido,male,2017-11-10,JE3536688N,Italian driving license card,00393701837964
Rossella,Fedele,Rossella Fedele,female,2004-06-30,UR89061UQ,Italian electronic identity card,00393701796199
Lina,Tizzani,Lina Tizzani,female,1949-07-21,PZ67305EY,Italian electronic identity card,00393517913137
Ciro,Attore,Ciro Attore,male,1963-11-11,PH10135OE,Italian electronic identity card,00393205423262
Mariano,Rauseo,Mariano Rauseo,male,1990-09-28,LP93453IQ,Italian electronic identity card,00393778211857
Pierino,Curletta,Pierino Curletta,male,2015-03-16,LW4385939,Italian passport,00393208999521
Francesco,Viscusi,Francesco Viscusi,male,2012-01-24,PJ53273AT,Italian electronic identity card,00393739078384
Maria,Suadoni,Maria Suadoni,female,2009-08-11,IN4405100,Italian passport,00393779216187
Anna,Tannoia,Anna Tannoia,female,1974-11-02,OH49108EE,Italian electronic identity card,00393783834023
Santina,Pesce,Santina Pesce,female,2006-03-06,GU65234WB,Italian electronic identity card,00393311860961
Ele,Canu,Ele Canu,female,1978-09-15,KB63356AO,Italian electronic identity card,00393534301218
Anna,Intini,Anna Intini,female,1964-04-07,JD3127661J,Italian driving license card,00393485620038
Tiziana,Provasi,Tiziana Provasi,female,1961-02-19,IK3909588,Italian passport,00393512933658
Nicola,Epa,Nicola Epa,male,1940-03-06,GP5924624K,Italian driving license card,00393311808580
Fabio,Termine,Fabio Termine,male,1939-08-14,VU5737878M,Italian driving license card,00393662228378
Chiara,Bargiggia,Chiara Bargiggia,female,1931-07-21,QX1665014V,Italian driving license card,00393501809575
Luigi,Carnevale,Luigi Carnevale,male,1947-05-23,XP18951KE,Italian electronic identity card,00393710597598
Vanda,Canella,Vanda Canella,female,1944-12-27,XE7330907,Italian passport,00393205188660
Michele,Cagliostro,Michele Cagliostro,male,2014-07-30,IA1857031,Italian passport,00393774583284
Tommi,Perro,Tommi Perro,male,1990-02-05,WO69858MC,Italian electronic identity card,00393519767375
Vena,Venanzio,Vena Venanzio,male,1943-11-16,SL8177876,Italian passport,00393783863346
Valeria,Furii,Valeria Furii,female,1956-07-28,ID2023544,Italian passport,00393715132045
Paky,Mercadante,Paky Mercadante,male,2003-08-05,BV4670606,Italian passport,00393772749849
Giuliano,Paesano,Giuliano Paesano,male,1991-04-20,LS9118416W,Italian driving license card,00393487001083
Ernesto,Pietra,Ernesto Pietra,male,1941-07-10,ZF7172658,Italian passport,00393353347470
Francesco,Pignataro,Francesco Pignataro,male,1937-03-21,OA63458KI,Italian electronic identity card,00393513162178
Lia,Benvenuti,Lia Benvenuti,female,2019-06-22,YR79706DR,Italian electronic identity card,00393496194983
Bianchi,Lorenzo,Bianchi Lorenzo,male,1937-11-14,FA8012847K,Italian driving license card,00393824147220
Vieri,Bandini,Vieri Bandini,male,1935-02-23,CG48088XY,Italian electronic identity card,00393517252354
Salvatore,Terzo,Salvatore Terzo,male,1998-11-23,CT7153888W,Italian driving license card,00393828446805
