name,surname,fullname,sex,birth date,id,id_type
Gino,Iannitti,Gino Iannitti,male,1997-07-09,TU1372435O,Italian driving license card
Kèvìn,Rètrò,Kèvìn Rètrò,male,1984-01-01,GP4160268,Italian passport
Simona,Demedici,Simona Demedici,female,2001-01-17,ON7083858H,Italian driving license card
Nila,Minosi,Nila Minosi,female,1953-11-05,YZ9751932,Italian passport
Carlo,Franchi,Carlo Franchi,male,2011-09-27,VU2862888A,Italian driving license card
Paola,Mirona,Paola Mirona,female,1969-07-05,ZP1400026C,Italian driving license card
Giovanni,Leone,Giovanni Leone,male,1963-05-12,CJ2228166Z,Italian driving license card
Silvana,Sabatino,Silvana Sabatino,female,1968-03-02,DZ2610136S,Italian driving license card
Sebul,Khan,Sebul Khan,male,1930-08-08,WY1250874I,Italian driving license card
Luisa,Lecce,Luisa Lecce,female,1969-04-28,JS6745626,Italian passport
Francesco,Matarrese,Francesco Matarrese,male,2005-04-17,ZU71128YY,Italian electronic identity card
Susana,Venturini,Susana Venturini,female,1973-07-20,ZL31909HZ,Italian electronic identity card
Mario,Manzoni,Mario Manzoni,male,1969-09-25,NJ1499026,Italian passport
Lucia,Pierobon,Lucia Pierobon,female,1936-08-05,GO8040238,Italian passport
Pippi,Costa,Pippi Costa,female,1957-01-12,WW8062871,Italian passport
Lello,Caianiello,Lello Caianiello,male,2015-08-24,AM4177450,Italian passport
Giammaria,Modugno,Giammaria Modugno,male,1931-05-24,SC8206220,Italian passport
Pasquale,Cerullo,Pasquale Cerullo,male,1994-08-16,MN6021259H,Italian driving license card
Polesano,Vincenzo,Polesano Vincenzo,male,2005-12-04,PK9072851,Italian passport
Gaetano,Manghi,Gaetano Manghi,male,1982-05-26,LC5624709,Italian passport
Raffaele,Bassani,Raffaele Bassani,male,1938-09-14,IC52617RK,Italian electronic identity card
Serena,Fantauzzo,Serena Fantauzzo,female,1993-03-18,UT4268476,Italian passport
Maurizio,Morara,Maurizio Morara,male,1960-10-14,HM2136398L,Italian driving license card
Monica,Fioravanti,Monica Fioravanti,female,1939-11-15,NB79804BG,Italian electronic identity card
Mariarosa,Bianchi,Mariarosa Bianchi,female,1979-09-11,IM83851JM,Italian electronic identity card
Lucia,Cotogno,Lucia Cotogno,female,1984-03-21,HN54959FV,Italian electronic identity card
Mirko  Beppe,Catalano,Mirko  Beppe Catalano,male,1947-05-04,QK1188064M,Italian driving license card
Salvatore,Cardaci,Salvatore Cardaci,male,2013-05-17,SX38106DP,Italian electronic identity card
Enza,D'alessandro,Enza D'alessandro,female,1930-12-01,VJ26303CQ,Italian electronic identity card
Rossella,Graziani,Rossella Graziani,female,1939-10-27,PX93278IG,Italian electronic identity card
Massimo,Bragonzoni,Massimo Bragonzoni,male,1953-11-04,HN7138990,Italian passport
Paolo,Menarini,Paolo Menarini,male,1932-05-29,MN8680361Y,Italian driving license card
Arcangela,Scarale,Arcangela Scarale,female,1982-08-03,IL44050YM,Italian electronic identity card
Romilda,Del Piano,Romilda Del Piano,female,1989-04-06,AZ5160608P,Italian driving license card
Cristina,Soraru,Cristina Soraru,female,1969-10-26,YE6164468,Italian passport
Manuel,Milano,Manuel Milano,male,1951-06-19,JP34639KQ,Italian electronic identity card
Gioacchino,Ardizzone,Gioacchino Ardizzone,male,1975-07-03,XI2392301,Italian passport
Lella,Lambri,Lella Lambri,female,1975-05-20,JY6844542D,Italian driving license card
Ivan,Finelli,Ivan Finelli,male,1966-08-20,AK29702OV,Italian electronic identity card
Raffaele,Ranieri,Raffaele Ranieri,male,1973-06-21,AL1734795,Italian passport
Francesco,Molinaro,Francesco Molinaro,male,2007-06-15,VN30076SR,Italian electronic identity card
Bruno,Becaccia,Bruno Becaccia,male,1940-02-15,DE4635895,Italian passport
Antonio,Farina,Antonio Farina,male,2015-11-08,VK2256334S,Italian driving license card
Giovanna,Psq,Giovanna Psq,female,1960-09-12,GK2759707S,Italian driving license card
Anna,Gallina,Anna Gallina,female,2005-04-27,XD8260741,Italian passport
Gaetano,Capacchione,Gaetano Capacchione,male,1961-07-31,EC11616EE,Italian electronic identity card
Giulio,Gentili,Giulio Gentili,male,1931-10-13,GX30359ZY,Italian electronic identity card
Marcello,Maccarone,Marcello Maccarone,male,2015-06-27,NM73836MX,Italian electronic identity card
Ugo,Fazi,Ugo Fazi,male,1939-03-15,FR4849257A,Italian driving license card
Mario,Casula,Mario Casula,male,1975-03-28,ZR2908246,Italian passport
Adolfo,Giannotti,Adolfo Giannotti,male,1958-06-30,DE3897806E,Italian driving license card
Vincenzo,Moccia,Vincenzo Moccia,male,1978-01-29,NF73063PQ,Italian electronic identity card
Alessio,Citi,Alessio Citi,male,1997-03-06,QD5304517H,Italian driving license card
Maria,Fabiano,Maria Fabiano,female,1972-04-08,DT7714245,Italian passport
Giacomo,Cinus,Giacomo Cinus,male,1965-08-24,TH68736MG,Italian electronic identity card
Giovanni,Cinieri,Giovanni Cinieri,male,1964-06-11,HG75390CZ,Italian electronic identity card
Massimo,Di Lelio,Massimo Di Lelio,male,1932-12-12,WC8454504,Italian passport
Carla,Farina,Carla Farina,female,1932-12-18,JZ41836YD,Italian electronic identity card
Aldo,Villani,Aldo Villani,male,1933-04-12,BF4853248H,Italian driving license card
Marina,Imperiali,Marina Imperiali,female,1958-01-29,DQ7073627G,Italian driving license card
Sergio,Lolli,Sergio Lolli,male,1930-08-28,WD7419578,Italian passport
Enzo,Bolognini,Enzo Bolognini,male,1942-10-20,DY9256472B,Italian driving license card
Giovanna,Iacovone,Giovanna Iacovone,female,1930-10-01,HK3573770,Italian passport
Mimmo,AlfaRomeo,Mimmo AlfaRomeo,male,1946-01-25,EA46873TG,Italian electronic identity card
Alessandro,Graldi,Alessandro Graldi,male,1956-08-14,XQ50513GN,Italian electronic identity card
Mirella,Losito,Mirella Losito,female,2005-09-25,TC5714330N,Italian driving license card
Giovanni,Gencarelli,Giovanni Gencarelli,male,1956-01-02,YC9291157,Italian passport
Cosimo,Persano,Cosimo Persano,male,1932-02-13,GJ4643002,Italian passport
Carla,Tabanelli,Carla Tabanelli,female,1959-04-19,QI3898249,Italian passport
Alessio,Fagiolino,Alessio Fagiolino,male,1950-08-12,UO13385NI,Italian electronic identity card
Roccog,Calarco,Roccog Calarco,male,1960-04-23,LV16258YH,Italian electronic identity card
Maria,Dangelo,Maria Dangelo,female,1931-07-17,NG6480434N,Italian driving license card
Giuseppe,Cavallari,Giuseppe Cavallari,male,2013-05-22,XJ2103335,Italian passport
Gaetano,DI Gregorio,Gaetano DI Gregorio,male,1937-09-30,RC1690666,Italian passport
Rossella,Corbelli,Rossella Corbelli,female,1997-08-06,RX2419177Q,Italian driving license card
Michele,Guarino,Michele Guarino,male,1967-06-06,CE7942829,Italian passport
Davide,Franco,Davide Franco,male,1989-05-05,CI64629IB,Italian electronic identity card
Daria,Serraval,Daria Serraval,female,2010-02-10,EG6601806,Italian passport
Gianni,Emanato,Gianni Emanato,male,1982-09-20,PP1210045M,Italian driving license card
Antonello,Corda,Antonello Corda,male,1941-03-27,LL52131SP,Italian electronic identity card
Federico,Leban,Federico Leban,male,1991-11-30,BX7588192D,Italian driving license card
Miriam,El Askandrany,Miriam El Askandrany,female,1957-03-13,GC2017036B,Italian driving license card
Massimiliano,Delponte,Massimiliano Delponte,male,2005-05-18,GF68617TY,Italian electronic identity card
Alessia,Vignola,Alessia Vignola,female,1937-09-08,SD43063MC,Italian electronic identity card
Domenico,Coletta,Domenico Coletta,male,1996-07-30,SJ82502EL,Italian electronic identity card
Wanda,Mariano,Wanda Mariano,female,1965-04-24,PB4451970,Italian passport
Rosangela,Mongelli,Rosangela Mongelli,female,2005-03-11,HE9511732,Italian passport
Angelo,Pezzolla,Angelo Pezzolla,male,1931-08-02,BB8481703,Italian passport
Kristina,Vosten-debeljuh,Kristina Vosten-debeljuh,female,1975-08-04,KB23735OW,Italian electronic identity card
Nunzio,Tisi,Nunzio Tisi,male,1964-12-17,YX2455645A,Italian driving license card
Antonio,Mammarella,Antonio Mammarella,male,1986-11-23,MB58546VI,Italian electronic identity card
Salvatore,Conte,Salvatore Conte,male,2008-03-04,PR12805EF,Italian electronic identity card
Barbara,Petrolini,Barbara Petrolini,female,1975-01-06,WU18386GT,Italian electronic identity card
Barbara,Romiti,Barbara Romiti,female,1978-10-01,IB6495955E,Italian driving license card
Daniele,de Roia,Daniele de Roia,male,2020-02-24,CK8100781P,Italian driving license card
Angelo,Stuto,Angelo Stuto,male,2017-08-11,HP4496808V,Italian driving license card
Enrico,Margarita,Enrico Margarita,male,1964-10-03,XE1387406,Italian passport
Luciana,De Robertis,Luciana De Robertis,female,1985-01-06,EF4338755,Italian passport
Walter,Bigaton,Walter Bigaton,male,1998-07-28,TN38281TN,Italian electronic identity card
Raffaele,Pristerà,Raffaele Pristerà,male,1987-11-11,SO6991207A,Italian driving license card
Giuseppe,Rocchi,Giuseppe Rocchi,male,2008-02-23,HG4320529F,Italian driving license card
Renato,Secco,Renato Secco,male,1931-09-04,PY4409990K,Italian driving license card
Giuseppe,Randazzo,Giuseppe Randazzo,male,1978-05-25,KI1303883Y,Italian driving license card
Elio,Di Giustino,Elio Di Giustino,male,1994-10-06,VF5159459,Italian passport
Ado,Fiabane,Ado Fiabane,male,1975-07-07,QB4065597,Italian passport
Sergio,Bernetti,Sergio Bernetti,male,1977-09-23,EA37889WL,Italian electronic identity card
Giorgio,Leo Grande,Giorgio Leo Grande,male,2005-06-27,CC9048462D,Italian driving license card
Nicola,Ortofrutta,Nicola Ortofrutta,male,1985-06-14,JB90009UE,Italian electronic identity card
Sandra,Guerrisi,Sandra Guerrisi,female,1970-10-31,TL1511761T,Italian driving license card
Donato,Marco,Donato Marco,male,1956-08-17,MG94388GM,Italian electronic identity card
Angelo,La Rocca,Angelo La Rocca,male,1930-04-07,AD6632680Z,Italian driving license card
Enza,De Luca,Enza De Luca,female,1981-09-11,VA3859163,Italian passport
Igino,Agnelli,Igino Agnelli,male,1955-03-23,BV8769811L,Italian driving license card
Armando,Communara,Armando Communara,male,1996-10-07,NU2909671W,Italian driving license card
Rosa,Medina,Rosa Medina,female,1977-12-09,NC95063VV,Italian electronic identity card
Giovanni,Mollica,Giovanni Mollica,male,1970-04-04,XH2249749C,Italian driving license card
Enza,Lanteri,Enza Lanteri,female,1968-12-02,UO1073865,Italian passport
Athos,Pitteo,Athos Pitteo,male,2002-06-15,LB9419069H,Italian driving license card
Rita,Molinari,Rita Molinari,female,1983-07-20,XQ8764481,Italian passport
Roberto,Piteri,Roberto Piteri,male,1944-12-16,RC6437262P,Italian driving license card
Bernardo,Garofalo,Bernardo Garofalo,male,2012-02-04,DK6789997,Italian passport
Angela,Crimi,Angela Crimi,female,1992-05-27,XL1590421E,Italian driving license card
Nadia,Mandorrino,Nadia Mandorrino,female,1979-11-24,JH7939853,Italian passport
Fabrizio,Negri,Fabrizio Negri,male,1987-01-31,IJ2614272V,Italian driving license card
Luisa,Arciero,Luisa Arciero,female,2009-05-11,IG6626672U,Italian driving license card
Tiziano,Benetton,Tiziano Benetton,male,1952-12-01,JO2399175Q,Italian driving license card
Giancarlo,Iannicelli,Giancarlo Iannicelli,male,1975-06-19,SC3957041A,Italian driving license card
Lorenzo,Celotto,Lorenzo Celotto,male,1977-05-17,OP6004588C,Italian driving license card
William,Lorenzon,William Lorenzon,male,1933-05-06,BC3998826,Italian passport
Mauro,Piccenna,Mauro Piccenna,male,1985-10-11,HI7866726X,Italian driving license card
Paolo,Bertoldo,Paolo Bertoldo,male,1968-09-29,NZ68946XK,Italian electronic identity card
Florina,Neamtu,Florina Neamtu,female,1930-12-26,WQ7494047,Italian passport
Domenico,Di Monte,Domenico Di Monte,male,2002-03-03,KV51582NP,Italian electronic identity card
Giacomo,Baffoni,Giacomo Baffoni,male,1967-04-01,OT31468OA,Italian electronic identity card
Antonio,Argentieri,Antonio Argentieri,male,1996-10-25,FI4467269X,Italian driving license card
Massimo,Vinci,Massimo Vinci,male,1965-01-18,NJ9591471R,Italian driving license card
Ferruccio,Piovesan,Ferruccio Piovesan,male,1931-07-17,WQ6247963P,Italian driving license card
Luca,Argenti,Luca Argenti,male,2015-10-22,QR4277397U,Italian driving license card
Davide,Camilleri,Davide Camilleri,male,2020-12-09,FR1046170,Italian passport
Gianni,Bennardo,Gianni Bennardo,male,1945-08-23,FC5950925X,Italian driving license card
Anna,Cascini,Anna Cascini,female,1950-06-04,OO6173636F,Italian driving license card
Albano,Sartori,Albano Sartori,male,2011-12-31,VL1491718G,Italian driving license card
Mario,Manai,Mario Manai,male,2005-08-15,QB79246QL,Italian electronic identity card
Giancarlo,Casa,Giancarlo Casa,male,1951-01-31,YL3294632Q,Italian driving license card
Valentina,Bologna,Valentina Bologna,female,1978-01-04,RM18912MG,Italian electronic identity card
Massimo,Chini,Massimo Chini,male,1963-07-03,PT11657XW,Italian electronic identity card
Stefano,Ronchiato,Stefano Ronchiato,male,1998-10-30,BQ4648129Z,Italian driving license card
Loris,Ferrari,Loris Ferrari,male,1985-01-06,CL75962HH,Italian electronic identity card
Eleonora,Pesci,Eleonora Pesci,female,1984-01-11,NO7657763,Italian passport
Francesca,Sboarina,Francesca Sboarina,female,2000-03-28,HG69697BZ,Italian electronic identity card
Samuele,Pilia,Samuele Pilia,male,2013-01-12,XM16454VR,Italian electronic identity card
Rosalba,Rosa,Rosalba Rosa,female,1938-02-20,ZJ5897775,Italian passport
Mariella,Vicentini,Mariella Vicentini,female,1989-10-29,KV1857352V,Italian driving license card
Arturo,Biondini,Arturo Biondini,male,1966-03-28,JP2075710D,Italian driving license card
Paola,Tozzola,Paola Tozzola,female,1958-06-24,JW16082IH,Italian electronic identity card
Vito,Mafredi,Vito Mafredi,male,1960-04-22,UK2660537T,Italian driving license card
Beniamino,Molinaro,Beniamino Molinaro,male,1938-11-27,HS4867169,Italian passport
Pasquale,Garofano,Pasquale Garofano,male,1983-08-26,DM9972962,Italian passport
Lain,Catterina,Lain Catterina,female,1979-07-03,SO3154171R,Italian driving license card
Gianni,Moramarco,Gianni Moramarco,male,1930-08-20,FI2384567,Italian passport
Giovanni,Ceola,Giovanni Ceola,male,2010-02-03,WV62068OG,Italian electronic identity card
Gianni,Moramarco,Gianni Moramarco,male,1995-12-17,MC5548111,Italian passport
Federico,Pacca,Federico Pacca,male,1935-12-15,IJ76432HH,Italian electronic identity card
Mario,Razzino,Mario Razzino,male,2016-11-26,PU29669MC,Italian electronic identity card
Gino,Pinato,Gino Pinato,male,2016-12-13,WM6435919,Italian passport
Marco,Carollo,Marco Carollo,male,2004-10-14,YJ61348CH,Italian electronic identity card
Gianfranco,Zen,Gianfranco Zen,male,2006-05-20,HS12750YB,Italian electronic identity card
Mario,Robotti,Mario Robotti,male,1973-05-15,GV5687656,Italian passport
Enrico,Fiorese,Enrico Fiorese,male,1949-02-24,MH9245142D,Italian driving license card
Anna,Scarafile,Anna Scarafile,female,1947-02-17,QQ4339209Q,Italian driving license card
Graziella,Grendene,Graziella Grendene,female,1960-08-21,SA3486574,Italian passport
Francesco,Lamberto,Francesco Lamberto,male,2011-03-06,CZ2330856J,Italian driving license card
Benedetto,Marrucci,Benedetto Marrucci,male,1966-10-10,TX52073KT,Italian electronic identity card
Roberto,Monti Guarnieri,Roberto Monti Guarnieri,male,1973-12-20,ZA1847696S,Italian driving license card
Oriana,Valle,Oriana Valle,female,1969-12-17,HF5885623R,Italian driving license card
Michele,Molinari,Michele Molinari,male,2014-12-04,MA81756MI,Italian electronic identity card
Nicolo,Ruggero,Nicolo Ruggero,male,1943-09-12,FP9162134,Italian passport
Guido,Rossi,Guido Rossi,male,1949-05-19,AC64327MU,Italian electronic identity card
Massimo,Paladino,Massimo Paladino,male,1930-08-14,AT64324ZO,Italian electronic identity card
Pippo,Cracolici,Pippo Cracolici,male,1993-09-23,XP69887IO,Italian electronic identity card
Acro,Dav,Acro Dav,male,1950-05-06,LA86232PO,Italian electronic identity card
Alessandra,Segat,Alessandra Segat,female,1954-09-13,SZ29127MU,Italian electronic identity card
Felice,Speranza,Felice Speranza,male,1961-06-29,OC6396442R,Italian driving license card
Adelchi,Adelchi,Adelchi Adelchi,male,2019-10-11,AR18097JQ,Italian electronic identity card
Giustino,Giangiordano,Giustino Giangiordano,male,2015-12-23,ZB1878623,Italian passport
Stradella,Consort,Stradella Consort,male,2016-05-21,JS38281CK,Italian electronic identity card
Fabio,Domizio,Fabio Domizio,male,1931-07-14,GR46099ZO,Italian electronic identity card
Federico,Maiorca,Federico Maiorca,male,1983-09-07,RP33490KW,Italian electronic identity card
Ettore,Notaro,Ettore Notaro,male,2002-07-06,RX7226841E,Italian driving license card
Luca,Giusto,Luca Giusto,male,2008-03-03,HW26975IY,Italian electronic identity card
Paola,Ottanelli,Paola Ottanelli,female,1997-06-11,MW7505484,Italian passport
Pierpaolo,Di Giovanni,Pierpaolo Di Giovanni,male,2001-08-20,QR5145889,Italian passport
Christian,Rossetti,Christian Rossetti,male,2007-03-03,QQ56965PZ,Italian electronic identity card
Michele,Pieri,Michele Pieri,male,1972-04-28,XQ9275672,Italian passport
Milena,Albertin,Milena Albertin,female,1986-08-13,MX8875860,Italian passport
Diego,Davenia,Diego Davenia,male,1959-12-19,KC9628579R,Italian driving license card
Sabrina,Bellè,Sabrina Bellè,female,1993-08-22,WX45757ZF,Italian electronic identity card
Elena,Avanzini,Elena Avanzini,female,1975-01-18,YS11976CT,Italian electronic identity card
Graziella,Vasta,Graziella Vasta,female,1995-07-16,FA11468NU,Italian electronic identity card
Maicol,Resti,Maicol Resti,male,1941-08-11,OH3427569,Italian passport
Antonio,Cicero,Antonio Cicero,male,2009-07-14,KK5379908W,Italian driving license card
Patrizia,Battista,Patrizia Battista,female,1986-10-22,PF4921992,Italian passport
Elio,Esposito,Elio Esposito,male,1996-07-31,ZT5127107,Italian passport
Giuseppe,Ingrasciotta,Giuseppe Ingrasciotta,male,2010-08-05,SB5348861C,Italian driving license card
Giuseppe,Caporale,Giuseppe Caporale,male,1947-06-25,IW36997QY,Italian electronic identity card
Emanuele,Queirolo,Emanuele Queirolo,male,1953-07-27,VQ9684400W,Italian driving license card
Francesco,Roverato,Francesco Roverato,male,2013-08-02,HZ6874435Q,Italian driving license card
Fabio,Menegat,Fabio Menegat,male,1964-10-08,XA2619121,Italian passport
Luciano,Viani,Luciano Viani,male,1971-04-21,UP1351896N,Italian driving license card
Daniela,Bertinelli,Daniela Bertinelli,female,1948-10-25,CK5719557,Italian passport
Denis,Zago,Denis Zago,male,2001-12-05,FX5566862I,Italian driving license card
Isa,Sciscioli,Isa Sciscioli,female,1979-12-21,HM5078354Q,Italian driving license card
